claim_id,file_path,start_offset,end_offset,sentence,context_left,context_right
16b53acac81f52bc5256fa11385c94423b5ab971,Multi-Omics Dissection of the Shared Genetic Architecture Between Sleep Traits and Epilepsy.txt,81485,81545,The Significant Associations between Epigenetic Clocks and," Chang, W.S.; Xu, Y.; Huang, M.; Bau, D.T.; Gu, J."," Bladder Cancer Risks. Cancers 2024, 16, 2357. [Cr"
654e6026c485dece815f3d80e6076b05e7c99fe7,New research decodes epilepsy in brain waves.txt,742,797,"differences linked to a genetic form of epilepsy, even",owed that their approach can identify subtle EEG  ," when no visible seizures occurred. The findings, "
d0c9b8a6dfec4951bbb94495e7b6753e7eb219c5,Rare epilepsy syndromes- understanding treatment goals and management challenges..txt,1045,1124,there are a number of rare epilepsy syndromes closely associated with learning,g disabilities than in the general population and ,disability. These syndromes are challenging to man
07acdd0c3f5ead6a779ca470b714e69e51001e31,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,1229,1323,variability and highlights why static biomarkers often fail to predict seizure risk or treat-," I propose in this review, helps explain clinical ",ment response. By linking molecular processes with
dca00fcd9eaf6656bad5ac91b0440f20efc1b671,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,24456,24540,and impaired clearance mechanisms have all been associated with enhanced excitatory," composition (including NMDA and AMPA receptors), ","drive and seizure propagation [22,30–34]. Importan"
8961544adc89c5e493a4e807f247ae3537ea80bc,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,25059,25150,"are closely linked to brain states such as arousal, attention, and stress, suggesting that",and seizure susceptibility [35–42]. These systems ,neurotransmitter function cannot be fully understo
a134391079c619aebc74cb5a7d45fa43519fe4af,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,25615,25704,"gamma frequency range, have been associated with impaired inhibitory control and altered","ions in oscillatory activity, particularly in the ","coordination of neuronal ensembles [8,41–55].  Thi"
a9c6bb59a97414e3d1889b063476b09cee125a42,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,29391,29481,"closely linked to changes in physiological and pathological brain states, suggesting that",e within the same individual. This variability is ,network excitability is dynamically modulated rath
d0f0742c27cc02143f1a3c0d5eb63ff12a7ffa2f,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,29653,29730,Different stages of sleep are associated with distinct patterns of neuronal,f seizure susceptibility is the sleep– wake cycle.,synchronization and neurotransmitter activity. Non
73bb122c641eefeebffe5602ce200880d86a3311,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,29816,29906,characterized by increased neuronal synchrony and has been associated with a higher like-, activity. Non-rapid eye movement (NREM) sleep is ,lihood of seizure occurrence in certain epilepsy s
770ea16125f76dd54df9af87872a8861392ffbb3,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,37337,37400,Prolonged seizures are associated with a progressive shift in,Aergic inhibition during sustained ictal activity.,"chloride homeostasis, driven by activity-dependent"
acdc8997f82ee5cff4d770afe53145c073edac42,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,37915,37998,"sleep deprivation have each been associated with KCC2 dysfunction, suggesting that","iology15110850  Biology 2026, 15, 850  12 of 22  ",susceptibility to inhibitory failure during seizur
6dba93abb32e5f964c57be57de4d71dbb1a1ffcb,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,59805,59895,"Second, intra-individual changes in seizure susceptibility should correlate more strongly",hose recorded during wakeful baseline conditions. ,"with longitudinal state variables, such as sleep q"
a6fb6cf6e370bac07b7e426af8cd2794c6a8c35e,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,69751,69815,Glutamatergic Mechanisms Associated with Seizures and Epilepsy.,"12. [CrossRef] 23. Barker-Haliski, M.; White, H.S."," Cold Spring Harb. Perspect.  Med. 2015, 5, a02286"
623c44e281e00e320bc73c13ee70fe26d2542cb4,State-Dependent Modulation of Neurotransmitter Systems in Epilepsy- A Mechanistic Framework for Seizure Dynamics and Biomarker Variability.txt,86126,86196,Individual brain structure and modelling predict seizure propagation.,". Proix, T.; Bartolomei, F.; Guye, M.; Jirsa, V.K."," Brain 2017,  140, 641–654. [CrossRef]  120. Alper"
7c6b2de57db1b538cc0b5d44063375201e0262ea,Versioned Longitudinal Epilepsy Phenotype System- A Theoretical Framework for Dynamic Disease Representation and Prediction.txt,3916,3965,contributes significantly to phenotype diversity,ic variation beyond primary pathogenic variants   , • Age-dependent expression of symptoms results in
8d86d536349cf8c7df5284f66807597694ae3612,Versioned Longitudinal Epilepsy Phenotype System- A Theoretical Framework for Dynamic Disease Representation and Prediction.txt,7406,7470,cavernous malformations) are causally associated with epilepsy,"plasia, temporal lobe sclerosis, polymicrogyria,  ","risk, and their visibility and characterization ma"
44e7ac5cc1f5abc4d2854678a1e6d4473f4d661e,Versioned Longitudinal Epilepsy Phenotype System- A Theoretical Framework for Dynamic Disease Representation and Prediction.txt,8921,8989,• Seizure frequency at baseline: Higher seizure frequency predicts,nd  medication is the strongest predictor of DRE  , pharmacoresistance  • Neuroimaging findings: MRI 
01d9ea2b55f7a1387eea59a08a88f5efe73cffc0,Versioned Longitudinal Epilepsy Phenotype System- A Theoretical Framework for Dynamic Disease Representation and Prediction.txt,9068,9097,significant predictor of DRE,maging findings: MRI abnormalities are the most   , • Syndrome type: DRE prevalence varies substantia
2fc99f32e931766f202acd2af150d27c1ca11425,Versioned Longitudinal Epilepsy Phenotype System- A Theoretical Framework for Dynamic Disease Representation and Prediction.txt,17868,17886,Most significant, literature  Higher frequency →  higher DRE risk  ,neuroimaging  predictor  Syndrome-dependent   prev
cff1ea83bdbfc8bba7535288775dcd665c20a4d0,Versioned Longitudinal Epilepsy Phenotype System- A Theoretical Framework for Dynamic Disease Representation and Prediction.txt,18658,18676,Most significant,3  X 3  X 4 X 4  X 5 X 5  X 6 X 6  P ( DRE ) = 1  , neuroimaging  predictor  Syndrome-dependent  prev
ded41bb09266f22821eb0e8ab180aff4dd85d094,Versioned Longitudinal Epilepsy Phenotype System- A Theoretical Framework for Dynamic Disease Representation and Prediction.txt,31840,31905,"treatment phenotypes that reliably predict medication response,",ent response heterogeneity: Can we identify pre-  ,enabling personalized first-line ASM selection?  5
a00dcb5eaaf0e8cd5976789fcc2814264397b0fe,epilepsy Research Institute Partner Symposium- Radically advancing research into epilepsy.txt,2050,2115,This increase in protein was associated with decreased duration,epsies was a key theme throughout the symposium.  ,of seizure-like events in brain slices and a decre
a5f07bef9f0ec385752d25d0fb6bd51c67d19476,epilepsy Research Institute Partner Symposium- Radically advancing research into epilepsy.txt,9409,9447,A significant point was also raised,ession  due  to  the  lack of direct gene editing.,here  that  is  applicable  to  all  epilepsy  res
f40cd6321ba1ee1b21ddeb9c3fd68ec304641325,epilepsy phenotype algorithm first draft as rtf file.txt,25980,26129,\outl0\strokewidth0 \strokec2 Additional genomic variation beyond primary pathogenic variants contributes significantly to phenotype diversity\cb1 \,{\listtext \uc0\u8226  }\expnd0\expndtw0\kerning0 ,\ls4\ilvl0\cb3 \kerning1\expnd0\expndtw0 \outl0\st
75e33e78363fb7a511ddde4f3ece1fcd0e0664b1,epilepsy phenotype algorithm first draft as rtf file.txt,53648,53933,"\f2\b0 \'a0Neuroimaging-identified lesions (focal cortical dysplasia, temporal lobe sclerosis, polymicrogyria, cavernous malformations) are causally associated with epilepsy risk, and their visibility and characterization may improve with advanced imaging techniques across time\cb1 \",tl0\strokewidth0 \strokec2 Structural phenotypes: ,\ls8\ilvl0 \f1\b \cb3 \kerning1\expnd0\expndtw0 \o
81f830611537c921fdf66944d266c7efb833ba4b,epilepsy phenotype algorithm first draft as rtf file.txt,57712,57782,\f2\b0 \'a0Higher seizure frequency predicts pharmacoresistance\cb1 \,kewidth0 \strokec2 Seizure frequency at baseline: ,\ls10\ilvl0 \f1\b \cb3 \kerning1\expnd0\expndtw0 \
d4c2816133ac1aa0ba98d57225338e1cb259a8cb,epilepsy phenotype algorithm first draft as rtf file.txt,57954,58031,\f2\b0 \'a0MRI abnormalities are the most significant predictor of DRE\cb1 \,tl0\strokewidth0 \strokec2 Neuroimaging findings: ,\ls10\ilvl0 \f1\b \cb3 \kerning1\expnd0\expndtw0 \
db8c90000992a4a81154d47d7f8c42cc62938770,epilepsy phenotype algorithm first draft as rtf file.txt,234175,234245,\cf2 \cb3 Most significant neuroimaging predictor\cf0 \cb1 \cell \row, \pard\intbl\itap1\pardeftab720\partightenfactor0 ,\itap1\trowd \taflags0 \trgaph108\trleft-108 \trbr
68b4ae3eb604c0e169c2ee8c4ad5744d2f7d127b,epilepsy phenotype algorithm first draft as rtf file.txt,346880,347029,"\f2\b0 \'a0Can we identify pre-treatment phenotypes that reliably predict medication response, enabling personalized first-line ASM selection?\cb1 \",idth0 \strokec2 Treatment response heterogeneity: ,\ls42\ilvl0 \f1\b \cb3 \kerning1\expnd0\expndtw0 \
b1a2f097bc89d074eb39538699234775178a3741,epilepsy phenotype overview.txt,50431,50536,"\f1\b0 , store the best-supported current assertion linked to all evidence; retain older interpretations.",nflict is about\'a0 \f2\b clinical interpretation ,\ \ls7\ilvl0\kerning1\expnd0\expndtw0 \outl0\strok
fac686f5fc0eeb294940c463251b84c4cbe50c40,practical guide to the updated seizure classification 2025.txt,5606,5671,the	 underlying	 etiology	 can	 significantly	 influence	 later,"ded	across	all	seizure	classes.	However,	because	 ","management,	 the	 updated	 classification	 include"
2f006b3cfe0f29b27f5f74b2867c18ddf83783a9,practical guide to the updated seizure classification 2025.txt,6246,6306,"EEG,	neuroimaging,	and	laboratory	tests)	can	significantly",sights	from	paraclinical	investigations	(such	as	 ,"influence	the	classification.	Because	of	this,	sei"
b63d1b43135900b77c17bd674b57d43a300d5b8f,practical guide to the updated seizure classification 2025.txt,11992,12120,bilateral tonic-clonic seizures—associated with the highest morbidity and mortality—can occur in all three main seizure classes., yellow background in the ﬁgures highlights that  ,  F I G U R E   1   Basic	version	of	the	ILAE	seiz
24c4d819fd2d010f44032c53a5f3fcf2714db740,practical guide to the updated seizure classification 2025.txt,14660,14718,most	significant	risk	factor	for	sudden	unexpected	death,t	risk	of	injury	and	mortality	and	represent	the	 ,"in	epilepsy	(SUDEP).18,19  The	third	category,	oth"
0bd13199139b4376a62018dc553e9bc0fa99f5e0,practical guide to the updated seizure classification 2025.txt,16138,16202,priate	 response	 or	 a	 significantly	 delayed	 reaction	 com-,veness	is	defined	as	either	an	absent	or	inappro- ,pared	 to	 the	 patient's	 baseline	 (interictal)	
b029226d04d18afc1b664ab29842fb2a6fcd8ea2,practical guide to the updated seizure classification 2025.txt,25546,25674,bilateral tonic-clonic seizures—associated with the highest morbidity and mortality—can occur in all three main seizure classes., yellow background in the ﬁgures highlights that  ,  F I G U R E   2   Expanded	(advanced)	version	of
549b19f5be62ddb4de485ec6ee4f7697c595882f,practical guide to the updated seizure classification 2025.txt,33983,34040,with	valproate	but	significantly	decreased	within	weeks,ndrome.	 Seizures	 persisted	 despite	 treatment	 ,"of	starting	a	ketogenic	diet,	which	also	led	to	im"
b3abc02b57b279d885a7747a0ea00dcc0051156a,practical guide to the updated seizure classification 2025.txt,37799,37929,"brief	(<1	s)	or	transient	interruptions	in	the	ictal	rhythm,	or	waveforms	of	different	frequency	or	morphology	are	significantly","lepsy	(JAE).	Disorganized	discharges,	defined	by	 ",less	common	in	CAE	than	in	JAE.	The	seizures	are	t
fdf8abf73a0d99f4b5744026bb2f8c6a142539a5,practical guide to the updated seizure classification 2025.txt,43617,43705,The	typical	ictal	EEG	correlate	is	bilateral-	 synchronous	(“generalized”)	polyspike-,"lex,	triggered 	 by	photic	stimulation,	or	praxis.",and-	wave	discharges	(or	spike-	and-	wave	discharg
4936a6c078a312be8583dada57a13d02f13b2b28,practical guide to the updated seizure classification 2025.txt,45293,45365,The	EEG	correlate	is	a	spike–wave	or	a	low-	amplitude	sharp-	transient.,"ntary	muscle	activation,	such	as	lifting	the	arms.",	 The	onset	of	the	EMG	silent-	period	is	related	t
5314e0f64046a3320180b3082453466c55193af3,practical guide to the updated seizure classification 2025.txt,46502,46629,"EEG	correlate	is	characterized	by	a	high-	amplitude,	generalized,	sharp	or	slow	wave	that	is	followed	by	low	amplitude,	fast",	clusters	may	last	30	 min	or	longer).	The	ictal	 ,"activity,	or	a	brief,	diffuse	electrodecrement.	Su"
